high_activity,packets_ratio,source_port,low_activity,bytes_ratio,destination_port,nat_destination_port,elapsed_time_(sec),nat_source_port,burst_transfer,bytes_per_sec,action
0,0.5,56911,0,1.119047619047619,53,53,30,31733,0,5.89999980333334,allow
0,0.6363636363636364,41631,0,0.1689643188137164,443,443,124,38429,0,162.74193417143601,allow
0,0.6818181818181818,38637,0,0.24045034177724164,443,443,287,8499,0,42.99303120908352,allow
0,1.0,45317,1,86.0,53,53,30,22055,0,2.8666665711111143,allow
0,0.5,56704,0,0.4177777777777778,53,53,30,2427,0,10.599999646666678,allow
0,0.5,49410,0,1.119047619047619,53,53,30,62890,0,5.89999980333334,allow
0,1.0,56504,0,102.0,53,53,30,45710,0,3.3999998866666705,allow
0,1.0,50003,0,0.2824250301736143,443,443,16,32664,0,863.2499460468783,allow
0,0.8837209302325582,40737,0,0.09749102154828412,443,443,135,35009,0,325.95555314106997,allow
0,0.6666666666666666,38082,0,1.3553719008264462,443,443,15,14308,0,18.933332071111195,allow
0,0.8793103448275862,36036,0,0.1405052127901088,443,443,212,36036,0,1232.2358432441706,allow
0,0.5,55476,0,0.8943089430894309,53,53,30,58894,0,7.733333075555564,allow
0,0.6666666666666666,49395,0,0.3964285714285714,53,53,53,40831,0,7.358490427198294,allow
0,0.6666666666666666,56172,0,0.5209580838323353,53,53,30,35826,0,8.433333052222231,allow
0,0.5,56624,0,1.119047619047619,53,53,31,36589,0,5.709677235171702,allow
0,0.8571428571428571,57470,0,0.609981515711645,20220,20220,2308,32069,0,0.37694973987133895,allow
0,0.12642117766842015,33856,0,0.01311050354178257,443,443,149,15413,1,54839.113725911986,allow
0,0.5855855855855856,59983,0,0.04976466719237883,443,443,127,26904,0,2337.5039186023314,allow
0,0.5,15503,0,0.45180722891566266,63425,63425,1200,41497,0,0.4008333329993055,allow
0,1.0,53987,0,70.0,16571,16571,5,20059,0,13.999997200000559,allow
0,1.0,53986,0,70.0,54070,54070,5,39036,0,13.999997200000559,allow
0,1.0,64094,0,70.0,1024,1024,5,62040,0,13.999997200000559,allow
0,1.0,64095,0,70.0,1976,1976,5,59706,0,13.999997200000559,allow
0,1.3333333333333333,52126,0,2.1927480916030535,443,443,37,21159,0,45.18918796785979,allow
0,1.6666666666666667,52144,0,1.889763779527559,80,80,33,16896,0,11.090908754820948,allow
0,1.0,50816,0,0.8,443,443,6,50681,0,22.33332961111173,allow
0,1.2,50057,0,0.9228886168910648,80,80,16,26007,0,98.12499386718788,allow
0,1.6666666666666667,52146,0,1.889763779527559,80,80,33,44068,0,11.090908754820948,allow
0,0.5,54139,0,0.8571428571428571,53,53,31,64934,0,5.419354663891784,allow
0,0.5,49410,0,1.119047619047619,53,53,31,29049,0,5.709677235171702,allow
0,2.0,53994,0,70.0,16605,16605,8,15809,0,8.749998906250138,allow
0,0.5,35242,0,1.278688524590164,8635,8635,6,35242,0,22.999996166667305,allow
0,1.6666666666666667,52148,0,1.889763779527559,80,80,33,27900,0,11.090908754820948,allow
0,1.1111111111111112,49900,0,1.5291666666666666,443,443,73,28761,0,24.93150650778758,allow
0,0.5,43931,0,0.8571428571428571,53,53,31,36161,0,5.419354663891784,allow
0,1.0,51048,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,51045,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,13394,0,60.0,23,0,0,0,0,60000000.0,deny
0,1.0,61078,0,62.0,57470,0,0,0,0,62000000.0,deny
0,1.0,55725,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55723,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55724,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,51125,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51123,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51122,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51121,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51126,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51124,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51120,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51119,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,62776,0,146.0,62413,0,0,0,0,146000000.0,deny
0,1.0,51041,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,46448,0,159.0,30170,0,0,0,0,159000000.0,deny
0,1.0,10688,0,146.0,25174,0,0,0,0,146000000.0,deny
0,1.0,34086,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,64605,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,51039,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,56688,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,57015,0,62.0,42707,0,0,0,0,62000000.0,deny
0,1.0,41213,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,57131,0,145.0,8055,0,0,0,0,145000000.0,deny
0,1.0,45855,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,54483,0,66.0,25174,0,0,0,0,66000000.0,deny
0,1.0,45855,0,146.0,25174,0,0,0,0,146000000.0,deny
0,1.0,49990,0,66.0,62413,0,0,0,0,66000000.0,deny
0,1.0,1582,0,62.0,56205,0,0,0,0,62000000.0,deny
0,1.0,65003,0,78.0,57470,0,0,0,0,78000000.0,deny
0,1.0,55718,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55717,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55713,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55708,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,63486,0,66.0,51505,0,0,0,0,66000000.0,deny
0,1.0,54100,0,62.0,37965,0,0,0,0,62000000.0,deny
0,1.0,51034,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,51107,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51105,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51104,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,1815,0,66.0,22114,0,0,0,0,66000000.0,deny
0,1.0,443,0,60.0,47582,0,0,0,0,60000000.0,deny
0,1.0,443,0,85.0,47582,0,0,0,0,85000000.0,deny
0,1.0,443,0,100.0,47582,0,0,0,0,100000000.0,deny
0,1.0,59126,0,66.0,57470,0,0,0,0,66000000.0,deny
0,1.0,27621,0,62.0,50584,0,0,0,0,62000000.0,deny
0,1.0,52266,0,66.0,50038,0,0,0,0,66000000.0,deny
0,1.0,56456,0,60.0,1433,0,0,0,0,60000000.0,deny
0,1.0,43537,0,60.0,2323,0,0,0,0,60000000.0,deny
0,1.0,40772,0,74.0,15503,0,0,0,0,74000000.0,deny
0,1.0,50594,0,66.0,25174,0,0,0,0,66000000.0,deny
0,1.0,4323,0,62.0,64147,0,0,0,0,62000000.0,deny
0,1.0,55703,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55701,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55696,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55698,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,34349,0,146.0,25174,0,0,0,0,146000000.0,deny
0,1.0,39587,0,62.0,22114,0,0,0,0,62000000.0,deny
0,1.0,42542,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,49529,0,62.0,21247,0,0,0,0,62000000.0,deny
0,1.0,64579,0,66.0,37965,0,0,0,0,66000000.0,deny
0,1.0,51021,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53771,0,66.0,57470,0,0,0,0,66000000.0,deny
0,1.0,15701,0,146.0,37965,0,0,0,0,146000000.0,deny
0,1.0,4529,0,62.0,56205,0,0,0,0,62000000.0,deny
0,1.0,45060,0,62.0,37965,0,0,0,0,62000000.0,deny
0,1.0,32554,0,62.0,34729,0,0,0,0,62000000.0,deny
0,1.0,51018,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,47913,0,146.0,25174,0,0,0,0,146000000.0,deny
0,1.0,55686,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55683,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55679,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,2206,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,64808,0,62.0,62413,0,0,0,0,62000000.0,deny
0,1.0,17244,0,62.0,22114,0,0,0,0,62000000.0,deny
0,1.0,51095,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51014,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,58925,0,66.0,25174,0,0,0,0,66000000.0,deny
0,1.0,32549,0,146.0,37807,0,0,0,0,146000000.0,deny
0,1.0,51012,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,52838,0,66.0,37965,0,0,0,0,66000000.0,deny
0,1.0,34217,0,60.0,23,0,0,0,0,60000000.0,deny
0,1.0,52459,0,60.0,33890,0,0,0,0,60000000.0,deny
0,1.0,51010,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55678,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,6666,0,60.0,3389,0,0,0,0,60000000.0,deny
0,1.0,1024,0,157.0,21854,0,0,0,0,157000000.0,reset-both
0,1.0,55677,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,25533,0,62.0,22114,0,0,0,0,62000000.0,deny
0,1.0,47132,0,60.0,1433,0,0,0,0,60000000.0,deny
0,1.0,56119,0,62.0,37965,0,0,0,0,62000000.0,deny
0,1.0,51080,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51076,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51003,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54502,0,66.0,34729,0,0,0,0,66000000.0,deny
0,1.0,53626,0,66.0,30317,0,0,0,0,66000000.0,deny
0,1.0,53712,0,66.0,25174,0,0,0,0,66000000.0,deny
0,1.0,51001,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,33726,0,62.0,44847,0,0,0,0,62000000.0,deny
0,1.0,22568,0,66.0,37965,0,0,0,0,66000000.0,deny
0,1.0,443,0,82.0,49988,0,0,0,0,82000000.0,deny
0,1.0,55667,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55665,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55660,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55658,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53985,0,62.0,30188,0,0,0,0,62000000.0,deny
0,1.0,57613,0,62.0,42707,0,0,0,0,62000000.0,deny
0,1.0,6666,0,60.0,6001,0,0,0,0,60000000.0,deny
0,1.0,45941,0,60.0,23386,0,0,0,0,60000000.0,deny
0,1.0,51000,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,51071,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,50999,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,50998,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55759,0,60.0,5900,0,0,0,0,60000000.0,deny
0,1.0,50995,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,50992,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,51067,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51066,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51065,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51062,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51057,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51063,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,51059,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,55651,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,21268,0,146.0,62609,0,0,0,0,146000000.0,deny
0,1.0,55648,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55646,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55644,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,50980,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,50979,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,23758,0,62.0,44847,0,0,0,0,62000000.0,deny
0,1.0,50975,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53324,0,66.0,44847,0,0,0,0,66000000.0,deny
0,1.0,50970,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,50969,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53243,0,74.0,57470,0,0,0,0,74000000.0,deny
0,1.0,64776,0,66.0,25174,0,0,0,0,66000000.0,deny
0,1.0,50547,0,66.0,22197,0,0,0,0,66000000.0,deny
0,1.0,64298,0,66.0,50584,0,0,0,0,66000000.0,deny
0,1.0,30456,0,62.0,36237,0,0,0,0,62000000.0,deny
0,1.1,56816,0,0.32838063439065107,443,443,15,16188,0,530.3999646400024,allow
0,0.9473684210526315,52011,0,0.8076657723265619,80,80,39,26180,0,604.6153691124265,allow
0,1.0,50198,0,0.7693121693121693,3389,3389,16,50198,0,208.93748694140706,allow
0,0.5,56624,0,1.0357142857142858,53,53,30,45708,0,5.666666477777784,allow
0,1.1,56813,0,0.3323368211260588,443,443,16,32005,0,501.3124686679707,allow
0,1.4285714285714286,52007,0,4.234631147540983,443,443,39,2667,0,261.9743522570679,allow
0,1.0,64092,0,66.0,14447,14447,5,29856,0,13.199997360000527,allow
0,1.2222222222222223,64270,0,0.6327372764786795,443,443,27,64270,0,175.81480830315525,allow
0,0.9090909090909091,51163,0,0.37902403495994175,443,443,185,48007,0,51.16756729098612,allow
0,1.2962962962962963,52469,0,0.8984632969265939,443,443,209,22069,0,143.04306151654038,allow
0,0.5,46898,0,0.8055555555555556,53,53,30,46898,0,6.466666451111118,allow
0,1.2222222222222223,53198,0,0.579092159559835,443,443,28,53198,0,163.96427985841856,allow
0,0.6105263157894737,5886,0,0.041743663706975555,80,80,16,5886,1,8667.374458289096,allow
0,1.1,56815,0,0.31953255425709515,443,443,15,53722,0,526.8666315422246,allow
0,0.75,52270,0,0.7513812154696132,3708,3708,6,62556,0,52.66665788889035,allow
0,2.0,52264,0,70.0,43015,43015,7,38341,0,9.999998571428776,allow
0,1.1111111111111112,62685,0,0.5034246575342466,443,443,75,28394,0,93.63999875146669,allow
0,0.6739130434782609,49333,0,0.09324597871275275,443,443,75,8337,0,669.6799910709335,allow
0,1.2222222222222223,62892,0,0.5055020632737276,443,443,30,62892,0,145.89999513666683,allow
0,0.8571428571428571,50487,0,0.7094503113999459,3389,3389,24,50487,0,262.9999890416671,allow
0,1.25,39430,0,1.3581395348837209,443,443,50,21846,0,10.119999797600004,allow
0,1.2,45232,0,1.0509915014164306,80,80,15,45232,0,192.9999871333342,allow
0,1.0588235294117647,51164,0,1.1936466492602262,443,443,185,28609,0,27.24324309598247,allow
0,1.0,64099,0,66.0,55470,55470,5,50878,0,13.199997360000527,allow
0,1.0,52240,0,66.0,52893,52893,5,2825,0,13.199997360000527,allow
0,0.8571428571428571,48550,0,0.850356294536817,443,443,43,45303,0,18.093022835045982,allow
0,0.5,47845,0,0.6266666666666667,53,53,32,47845,0,7.59374976269532,allow
0,2.0,52263,0,70.0,16350,16350,8,50284,0,8.749998906250138,allow
0,2.0,53177,0,70.0,8595,8595,9,28264,0,7.777776913580343,allow
0,1.0,53984,0,70.0,57077,57077,5,2292,0,13.999997200000559,allow
0,1.0,56674,0,2.901639344262295,443,443,5,44964,0,47.39999052000189,allow
0,0.5,34440,0,0.6164383561643836,53,53,32,34440,0,7.34374977050782,allow
0,0.7272727272727273,44389,0,1.4524380495603517,443,443,16,27883,0,191.687488019532,allow
0,2.0,52265,0,70.0,32078,32078,7,35097,0,9.999998571428776,allow
0,0.5,54996,0,1.036144578313253,53,53,35,39612,0,4.799999862857147,allow
0,1.0,35609,0,2.901639344262295,443,443,5,35165,0,47.39999052000189,allow
0,1.0,55727,0,70.0,43736,43736,5,19578,0,13.999997200000559,allow
0,0.5,56911,0,1.0357142857142858,53,53,30,21649,0,5.666666477777784,allow
0,0.8888888888888888,50193,0,0.7433537832310838,3389,3389,16,50193,0,213.06248668359456,allow
0,1.0,49935,1,75.0,53,53,30,10954,0,2.4999999166666695,allow
0,1.0,52852,1,82.0,53,0,30,0,0,2.733333242222225,allow
0,0.5,59226,0,0.8055555555555556,53,53,30,59226,0,6.466666451111118,allow
0,1.1818181818181819,60286,0,0.33397887323943665,443,443,136,29238,0,55.70588194333911,allow
0,0.5,27313,0,0.8055555555555556,53,53,31,27313,0,6.258064314255989,allow
0,0.5,55674,0,0.13567073170731708,53,53,31,14625,0,23.999999225806476,allow
0,0.5,40814,0,0.6850393700787402,53,53,31,40814,0,6.87096752029137,allow
0,1.0,53067,0,115.0,4040,4040,31,59736,0,3.709677299687829,allow
0,0.5,56730,0,1.0357142857142858,53,53,31,30044,0,5.483870790842878,allow
0,0.5,46713,0,0.6641221374045801,53,53,31,46713,0,6.999999774193555,allow
0,0.5,32806,0,0.8055555555555556,53,53,31,32806,0,6.258064314255989,allow
0,0.5,56434,0,0.14332247557003258,53,53,31,6758,0,22.612902496357982,allow
0,6.0,51221,0,330.0,64767,64767,1200,41578,0,0.2749999997708333,allow
0,0.5,19502,0,0.8090909090909091,53,53,31,19502,0,6.387096568158175,allow
0,0.5,53151,0,0.8571428571428571,53,53,31,29237,0,5.419354663891784,allow
0,0.8333333333333334,56086,0,1.117391304347826,443,443,143,31892,0,47.67132833796274,allow
0,0.5,27839,0,0.6850393700787402,53,53,31,27839,0,6.87096752029137,allow
0,1.0,22835,0,62.0,51221,0,0,0,0,62000000.0,deny
0,1.0,65305,0,66.0,51221,0,0,0,0,66000000.0,deny
0,1.0,23001,0,62.0,64147,0,0,0,0,62000000.0,deny
0,1.0,52128,0,62.0,37807,0,0,0,0,62000000.0,deny
0,1.0,23632,0,66.0,64147,0,0,0,0,66000000.0,deny
0,1.0,48706,0,60.0,23393,0,0,0,0,60000000.0,deny
0,0.6666666666666666,64288,0,0.34797297297297297,53,53,41,54415,0,9.707316836406907,allow
0,1.2857142857142858,52041,0,0.9411371237458194,80,80,38,18599,0,76.34210325415518,allow
0,1.3333333333333333,64087,0,1.5609756097560976,80,80,15,46757,0,20.933331937777872,allow
0,0.5,56052,0,1.119047619047619,53,53,30,22562,0,5.89999980333334,allow
